item_sku,product_name,product_category,supplier_name,Product Origin,order_date,arrival_date,supplier_lead_time_days,quantity_received,quantity_sold,items_spoiled,current_stock_level,base_price_php,Order Transaction ID,expiry_date,shelf life days,spoilage_sensitivity,base_price,cost_price,selling_price,daily_demand
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/6/2025,2/7/2025,1,35,34,1,0,245,TXN-500915,2/28/2025,21,Medium,245,185,245,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/6/2025,2/8/2025,2,105,104,1,0,165,TXN-500915,2/22/2025,14,High,165,120,165,15
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/6/2025,2/7/2025,1,114,110,4,0,155,TXN-500050,3/9/2025,30,Low,155,110,155,19
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/6/2025,2/7/2025,1,54,53,1,0,299,TXN-501032,2/17/2025,10,High,299,220,269.1,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/6/2025,2/8/2025,2,171,164,7,0,155,TXN-500050,3/10/2025,30,Low,155,110,155,19
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/6/2025,2/7/2025,1,102,101,1,0,95,TXN-501032,2/21/2025,14,Medium,95,60,95,17
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/6/2025,2/8/2025,2,120,115,5,0,165,TXN-500915,2/22/2025,14,High,165,120,165,15
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/6/2025,2/8/2025,2,35,34,1,0,245,TXN-500915,3/1/2025,21,Medium,245,185,220.5,7
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/6/2025,2/8/2025,2,152,150,2,0,155,TXN-500050,3/10/2025,30,Low,155,110,155,19
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/6/2025,2/7/2025,1,85,83,2,0,155,TXN-500050,3/9/2025,30,Low,155,110,155,17
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/6/2025,2/7/2025,1,28,27,1,0,260,TXN-500915,3/24/2025,45,Low,260,190,260,4
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/7/2025,2/8/2025,1,72,71,1,0,245,TXN-500573,3/1/2025,21,Medium,245,185,245,8
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/7/2025,2/9/2025,2,126,125,1,0,130,TXN-501572,2/23/2025,14,Medium,130,85,130,14
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/7/2025,2/9/2025,2,72,71,1,0,245,TXN-500573,3/2/2025,21,Medium,245,185,245,8
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/8/2025,1,72,70,2,0,180,TXN-501844,2/15/2025,7,High,180,130,180,12
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/7/2025,2/9/2025,2,100,97,3,0,155,TXN-501572,3/11/2025,30,Low,155,110,155,20
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/7/2025,2/9/2025,2,162,160,2,0,155,TXN-501572,3/11/2025,30,Low,155,110,139.5,18
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/9/2025,2,153,149,4,0,95,TXN-501844,2/23/2025,14,Medium,95,60,95,17
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/7/2025,2/8/2025,1,108,105,3,0,130,TXN-501572,2/22/2025,14,Medium,130,85,130,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/8/2025,1,60,57,3,0,180,TXN-501844,2/15/2025,7,High,180,130,180,10
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/9/2025,2,30,28,2,0,299,TXN-501844,2/19/2025,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/9/2025,2,36,35,1,0,299,TXN-501844,2/19/2025,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/7/2025,2/8/2025,1,36,35,1,0,299,TXN-501844,2/18/2025,10,High,299,220,299,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/7/2025,2/9/2025,2,140,137,3,0,155,TXN-501572,3/11/2025,30,Low,155,110,155,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/10/2025,2,48,47,1,0,245,TXN-500585,3/3/2025,21,Medium,245,185,245,8
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/9/2025,1,30,29,1,0,260,TXN-500585,3/26/2025,45,Low,260,190,260,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/8/2025,2/9/2025,1,70,67,3,0,130,TXN-501543,2/23/2025,14,Medium,130,85,130,14
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/8/2025,2/10/2025,2,117,116,1,0,130,TXN-501543,2/24/2025,14,Medium,130,85,117,13
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/9/2025,1,112,109,3,0,165,TXN-500585,2/23/2025,14,High,165,120,165,14
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/9/2025,1,35,33,2,0,260,TXN-500585,3/26/2025,45,Low,260,190,260,5
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/10/2025,2,56,55,1,0,245,TXN-500585,3/3/2025,21,Medium,245,185,245,8
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/8/2025,2/9/2025,1,84,81,3,0,130,TXN-501543,2/23/2025,14,Medium,130,85,130,12
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/10/2025,2,25,24,1,0,260,TXN-500585,3/27/2025,45,Low,260,190,260,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/8/2025,2/9/2025,1,100,99,1,0,155,TXN-501543,3/11/2025,30,Low,155,110,155,20
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/8/2025,2/9/2025,1,42,40,2,0,299,TXN-502161,2/19/2025,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/10/2025,2,56,54,2,0,245,TXN-500585,3/3/2025,21,Medium,245,185,245,8
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/8/2025,2/9/2025,1,72,69,3,0,180,TXN-502161,2/16/2025,7,High,180,130,180,12
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/8/2025,2/9/2025,1,42,41,1,0,245,TXN-500585,3/2/2025,21,Medium,245,185,245,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/10/2025,1,117,115,2,0,165,TXN-500470,2/24/2025,14,High,165,120,165,13
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/10/2025,1,99,77,22,0,180,TXN-501331,2/17/2025,7,High,180,130,180,11
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/9/2025,2/11/2025,2,171,170,1,0,155,TXN-501360,3/13/2025,30,Low,155,110,155,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/11/2025,2,77,76,1,0,180,TXN-501331,2/18/2025,7,High,180,130,162,11
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/11/2025,2,32,30,2,0,260,TXN-500470,3/28/2025,45,Low,260,190,234,4
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/10/2025,1,40,39,1,0,299,TXN-501331,2/20/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/11/2025,2,45,44,1,0,299,TXN-501331,2/21/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/10/2025,1,45,44,1,0,299,TXN-501331,2/20/2025,10,High,299,220,269.1,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/9/2025,2/11/2025,2,119,118,1,0,155,TXN-501360,3/13/2025,30,Low,155,110,155,17
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/10/2025,1,104,101,3,0,165,TXN-500470,2/24/2025,14,High,165,120,165,13
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/11/2025,2,78,76,2,0,165,TXN-500470,2/25/2025,14,High,165,120,123.75,13
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/11/2025,2,102,100,2,0,95,TXN-501331,2/25/2025,14,Medium,95,60,95,17
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/11/2025,2,63,60,3,0,245,TXN-500470,3/4/2025,21,Medium,245,185,183.75,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/11/2025,2,84,82,2,0,165,TXN-500470,2/25/2025,14,High,165,120,165,14
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/10/2025,1,56,54,2,0,245,TXN-500470,3/3/2025,21,Medium,245,185,245,8
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/9/2025,2/11/2025,2,96,95,1,0,130,TXN-501360,2/25/2025,14,Medium,130,85,130,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/9/2025,2/10/2025,1,30,28,2,0,299,TXN-501331,2/20/2025,10,High,299,220,269.1,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/9/2025,2/11/2025,2,63,61,2,0,245,TXN-500470,3/4/2025,21,Medium,245,185,245,7
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/10/2025,2/11/2025,1,90,87,3,0,155,TXN-500642,3/13/2025,30,Low,155,110,155,18
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/11/2025,1,45,43,2,0,299,TXN-501228,2/21/2025,10,High,299,220,299,5
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/12/2025,2,70,68,2,0,165,TXN-501653,2/26/2025,14,High,165,120,165,14
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/10/2025,2/12/2025,2,171,165,6,0,155,TXN-500642,3/14/2025,30,Low,155,110,116.25,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/12/2025,2,72,69,3,0,180,TXN-501228,2/19/2025,7,High,180,130,180,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/11/2025,1,35,34,1,0,299,TXN-501228,2/21/2025,10,High,299,220,269.1,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/12/2025,2,144,141,3,0,95,TXN-501228,2/26/2025,14,Medium,95,60,95,18
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/12/2025,2,88,77,11,0,180,TXN-501228,2/19/2025,7,High,180,130,162,11
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/11/2025,1,64,63,1,0,245,TXN-501653,3/4/2025,21,Medium,245,185,245,8
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/11/2025,1,35,34,1,0,245,TXN-501653,3/4/2025,21,Medium,245,185,245,7
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/10/2025,2/11/2025,1,78,76,2,0,130,TXN-500642,2/25/2025,14,Medium,130,85,130,13
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/10/2025,2/12/2025,2,119,116,3,0,155,TXN-500642,3/14/2025,30,Low,155,110,155,17
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/10/2025,2/11/2025,1,120,117,3,0,155,TXN-500642,3/13/2025,30,Low,155,110,155,20
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/11/2025,1,112,108,4,0,165,TXN-501653,2/25/2025,14,High,165,120,165,14
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/12/2025,2,77,74,3,0,180,TXN-501228,2/19/2025,7,High,180,130,180,11
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/12/2025,2,96,94,2,0,95,TXN-501228,2/26/2025,14,Medium,95,60,95,16
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/12/2025,2,112,111,1,0,165,TXN-501653,2/26/2025,14,High,165,120,165,14
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/10/2025,2/11/2025,1,28,27,1,0,260,TXN-501653,3/28/2025,45,Low,260,190,260,4
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/10/2025,2/11/2025,1,40,39,1,0,299,TXN-501228,2/21/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/12/2025,1,35,34,1,0,299,TXN-501616,2/22/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/13/2025,2,35,34,1,0,299,TXN-501616,2/23/2025,10,High,299,220,299,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/13/2025,2,136,133,3,0,95,TXN-501616,2/27/2025,14,Medium,95,60,95,17
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/11/2025,2/13/2025,2,104,100,4,0,165,TXN-501885,2/27/2025,14,High,165,120,148.5,13
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/12/2025,1,162,159,3,0,95,TXN-501616,2/26/2025,14,Medium,95,60,95,18
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/11/2025,2/12/2025,1,98,97,1,0,165,TXN-501885,2/26/2025,14,High,165,120,165,14
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/11/2025,2/12/2025,1,84,83,1,0,165,TXN-501885,2/26/2025,14,High,165,120,165,14
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/12/2025,1,153,150,3,0,95,TXN-501616,2/26/2025,14,Medium,95,60,95,17
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/11/2025,2/12/2025,1,60,59,1,0,130,TXN-502143,2/26/2025,14,Medium,130,85,130,12
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/13/2025,2,90,86,4,0,95,TXN-501616,2/27/2025,14,Medium,95,60,95,18
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/11/2025,2/12/2025,1,84,82,2,0,180,TXN-501616,2/19/2025,7,High,180,130,180,12
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/11/2025,2/13/2025,2,119,114,5,0,155,TXN-502143,3/15/2025,30,Low,155,110,155,17
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/11/2025,2/12/2025,1,108,105,3,0,130,TXN-502143,2/26/2025,14,Medium,130,85,130,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/14/2025,2,60,59,1,0,180,TXN-500161,2/21/2025,7,High,180,130,180,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/14/2025,2,77,75,2,0,180,TXN-500161,2/21/2025,7,High,180,130,180,11
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/12/2025,2/14/2025,2,32,31,1,0,260,TXN-501344,3/31/2025,45,Low,260,190,260,4
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/14/2025,2,108,84,24,0,180,TXN-500161,2/21/2025,7,High,180,130,180,12
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/14/2025,2,153,148,5,0,95,TXN-500161,2/28/2025,14,Medium,95,60,95,17
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/12/2025,2/13/2025,1,30,29,1,0,260,TXN-501344,3/30/2025,45,Low,260,190,260,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/12/2025,2/13/2025,1,85,83,2,0,155,TXN-502058,3/15/2025,30,Low,155,110,155,17
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/12/2025,2/13/2025,1,140,138,2,0,155,TXN-502058,3/15/2025,30,Low,155,110,155,20
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/13/2025,1,30,29,1,0,299,TXN-500161,2/23/2025,10,High,299,220,269.1,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/12/2025,2/13/2025,1,162,159,3,0,155,TXN-502058,3/15/2025,30,Low,155,110,155,18
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/13/2025,1,77,75,2,0,180,TXN-500161,2/20/2025,7,High,180,130,162,11
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/14/2025,2,144,138,6,0,95,TXN-500161,2/28/2025,14,Medium,95,60,95,16
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/12/2025,2/13/2025,1,32,30,2,0,260,TXN-501344,3/30/2025,45,Low,260,190,260,4
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/13/2025,1,30,29,1,0,299,TXN-500161,2/23/2025,10,High,299,220,299,6
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/12/2025,2/13/2025,1,90,87,3,0,95,TXN-500161,2/27/2025,14,Medium,95,60,95,15
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/15/2025,2,64,62,2,0,245,TXN-501492,3/8/2025,21,Medium,245,185,183.75,8
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/14/2025,1,42,41,1,0,245,TXN-501492,3/7/2025,21,Medium,245,185,245,7
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/13/2025,2/14/2025,1,65,64,1,0,130,TXN-502041,2/28/2025,14,Medium,130,85,130,13
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,48,46,2,0,299,TXN-502070,2/25/2025,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/14/2025,1,72,70,2,0,245,TXN-501492,3/7/2025,21,Medium,245,185,245,8
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/14/2025,1,35,33,2,0,299,TXN-502070,2/24/2025,10,High,299,220,269.1,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/13/2025,2/14/2025,1,126,123,3,0,155,TXN-502041,3/16/2025,30,Low,155,110,155,18
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,105,104,1,0,95,TXN-502070,3/1/2025,14,Medium,95,60,85.5,15
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/14/2025,1,36,35,1,0,299,TXN-502070,2/24/2025,10,High,299,220,269.1,6
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/14/2025,1,32,31,1,0,260,TXN-501492,3/31/2025,45,Low,260,190,195,4
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/14/2025,1,35,33,2,0,299,TXN-502070,2/24/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,42,41,1,0,299,TXN-502070,2/25/2025,10,High,299,220,299,6
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/14/2025,1,35,34,1,0,260,TXN-501492,3/31/2025,45,Low,260,190,195,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,162,156,6,0,95,TXN-502070,3/1/2025,14,Medium,95,60,71.25,18
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/14/2025,1,42,41,1,0,299,TXN-502070,2/24/2025,10,High,299,220,299,6
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,144,140,4,0,95,TXN-502070,3/1/2025,14,Medium,95,60,95,18
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/13/2025,2/15/2025,2,120,116,4,0,165,TXN-501492,3/1/2025,14,High,165,120,165,15
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/15/2025,2,66,64,2,0,180,TXN-502070,2/22/2025,7,High,180,130,135,11
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/13/2025,2/14/2025,1,162,158,4,0,95,TXN-502070,2/28/2025,14,Medium,95,60,71.25,18
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/14/2025,2/16/2025,2,120,116,4,0,155,TXN-500608,3/18/2025,30,Low,155,110,155,20
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/14/2025,2/15/2025,1,30,29,1,0,260,TXN-500790,4/1/2025,45,Low,260,190,260,5
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/14/2025,2/16/2025,2,72,71,1,0,245,TXN-500790,3/9/2025,21,Medium,245,185,245,8
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/14/2025,2/16/2025,2,91,88,3,0,165,TXN-500790,3/2/2025,14,High,165,120,148.5,13
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/14/2025,2/15/2025,1,128,124,4,0,95,TXN-501675,3/1/2025,14,Medium,95,60,95,16
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/14/2025,2/16/2025,2,114,109,5,0,155,TXN-500608,3/18/2025,30,Low,155,110,116.25,19
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/14/2025,2/15/2025,1,25,24,1,0,299,TXN-501675,2/25/2025,10,High,299,220,224.25,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/14/2025,2/16/2025,2,30,29,1,0,299,TXN-501675,2/26/2025,10,High,299,220,299,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/14/2025,2/16/2025,2,162,160,2,0,95,TXN-501675,3/2/2025,14,Medium,95,60,95,18
